不怎么玩两天没问题，主要发票没给寄，网上给个地址自己查询下载pdf，不知道下载来的是不是真实发票。这手机原价两千三百多，加上税之类的才会搞到2798，大家还是实体店便宜 以前都是用苹果手机，现在还可以，安卓机是越用越卡，以后就不知道了，希望不要像传说中那样 音量大了带噪音，感觉不是很好 效果还可以吧，前置2000万还没有后置1600万清晰， 速度不怎么快，我这台基本都要3个多到4个小时才充满电，你们的不知道为什么会那么快？ 服务购买之前回复很快，购买后问问题基本都是机器人回答，自选相应问题，我这个home键怎么感觉有点歪？右边底一点点，总感觉不正，购买过的不知道有没有这问题，但不影响使用就没换机，,拍照模糊/不清晰
续航能力：不怎么玩两天没问题，主要发票没给寄，网上给个地址自己查询下载pdf，不知道下载来的是不是真实发票。这手机原价两千三百多，加上税之类的才会搞到2798，大家还是实体店便宜。操作流畅性：以前都是用苹果手机，现在还可以，安卓机是越用越卡，以后就不知道了，希望不要像传说中那样。音质：音量大了带噪音，感觉不是很好。拍照效果：效果还可以吧，前置2000万还没有后置1600万清晰，。充电速度：速度不怎么快，我这台基本都要3个多到4个小时才充满电，你们的不知道为什么会那么快？。,拍照模糊/不清晰
有用过一款，用了快三年了，还挺好的。这款手机质感，音质，信号，都很好，但近照不是很清晰。他的主打是照相，但不符合我的用途。一直都很喜欢VIVO 的手机，可惜这款不适合我。,拍照模糊/不清晰
说实在的，一开始我看到这么低的价格真的有怀疑是不是正品这类的问题，也特意去专柜看了看手机是否一样，其实都是一样的，价格也比专柜便宜好几百。反正可以退货索性就买来试试吧，拿到手机后第一时间就查询了是否正品，手机是正品哦，可以验证的，跟专柜的一模一样，速度清晰度像素都是很棒的，充电速度也挺快，配件也很齐全，一屏两用的效果非常方便，平时截图也超方便的，有不同你需要的功能，我还是特意用了几天再来评价的。卖家人也挺不错，非常的耐心，很爽快，还送了小礼品，想要买手机的朋友真的可以在他家买。店铺我都收藏了。下次换手机或者朋友换手机都会推荐他家，总体来说超级满意，朋友们看我发的手机图片吧，我买的是金色，这个是用我以前的手机拍的，所以也不是很清晰，手机颜色还是很美的，别再犹豫是不是正品了，想买就买吧，绝对正品！还是第一次写这么长的淘宝评价，哈哈哈！！！,拍照模糊/不清晰
[求助] 说好的2倍无损变焦呢？ [复制链接] 7 plus买回来后一直嫌弃拍照的景深效果的图片不后清晰，噪点多。刚才突然怀疑自己的长焦镜头是否故障不工作。打开摄像机拍照界面，用手指挡住长焦没有任何提示，变焦，拍照照样进行。挡住长焦镜头和没挡住长焦镜头放大两倍的效果都一样，而且我的放大两倍后噪点明显，像素下降。128G磨砂黑，香港买的，难道我买到假的7 普拉斯？,拍照模糊/不清晰
特意用了两天才来评论的，看包装，手机应该是正品，指纹解锁也很灵敏，后置摄像头还是很清晰的，但前置并不是特别清晰，感觉还比不上我以前的X3L，才用两天，经常出现软件无响应，自动退出，让我有点无语，送的充电宝只有5200mah，而且由于要自动发热暖手，耗电特别快，充满的充电宝，只给手机充了40%的电，就没电了，一点也不实用,拍照模糊/不清晰
外观好看，颜值很高，运指纹解锁很快，蛮流畅，分屏，微信双开和非常强大的拍摄效果很实用，重量比较轻 ，充电速度很快，在充电过程中手机不发热 。很漂亮的外观，金属后盖很好看触感也很好，4+64GB的空间够用了，骁龙625性能也很不错，玩王者荣耀也很流畅，系统简洁流畅！给我的惊喜就是在黑暗的地方拍照前方会自动出现灯光给你照亮进行自拍，手机像素前置很好，不过可能是看到了前照相机的原因，总感觉后摄像头没有那么清晰。。指纹识别也很好，很快，充电属于快速，听歌的话喇叭也不错，正题感觉还是很满意的一次购物。,拍照模糊/不清晰
像素变得越来越差，拍出来的照片没有以前那么清晰了。我才买了几个月。,拍照模糊/不清晰
手机反应很快，充电也快，就是像素没有华为的好，自拍还行，拍远处不行，一放大就有点虚，送货很快,拍照模糊/不清晰
"[求助] 拍照摄像头问题！！ [复制链接] 前两天拍的，大家看看照片，正常模式下有一个角特别模糊，人像模式一直提示离远一点！重启后问题依然存在！但是今天全都正常了！搞不懂是啥情况，需要去检测一下吗？？??? image1486182170832721.jpg (393.62 KB, 下载次数: 0) 下载附件 5 天前 上传 ????? image148618217017844.jpg (397.41 KB, 下载次数: 0) 下载附件 5 天前 上传 ??",拍照模糊/不清晰
【01-02 #vivo前置双摄X9#】 [我的x9刷朋友圈里面的图片怎么模糊啊，是怎么回事，还有qq空间朋友发的照片看着也模糊。],拍照模糊/不清晰
[01-09]讨论☆你们有用OPPOr9s的吗，我买的用了几天 [拍照有噪点，看图片视频，有模糊的，拿去售后，售后说没有问题！特么太坑爹了！],拍照模糊/不清晰
特意用了就好来评价的，送给妈妈得！主要用于跟孩子老人视频，以前妈妈用的三星手机视频的时候前置摄像头看人都是模糊的！观察这个手机好久就为了这个摄像头给妈妈买了！收到货跟妈妈视频简直无法想象太棒了！看着孩子和老人如此清晰！跟满意！也是第一次在网上买这么贵的东西！,拍照模糊/不清晰
手机不错，外观好看，质感很好，系统很流畅不会卡，买给妈妈的，指纹解锁很快，比iPhone6s还快，一按就解锁了。不过屏幕一般，没有iPhone6s的清晰，可能看惯了iPhone的屏幕吧。拍照也一般，感觉配不上拍照手机的称号，实际对比还没我的iPhone5跟6清晰，颜色比较白，也有可能是屏幕的原因吧。总体来说还是不错的。,拍照模糊/不清晰
凭良心讲，8.1.1启动虽然慢了点。好歹能用了啊，进了软件操作至少不卡了。至少ios8版本，十张照片糊两张，机子卡的不能用。跟ios7那种骑着单车随便拍的感觉，找不回来了,拍照模糊/不清晰
【 小O资讯◎0121】oppor9s更新后的问题 [总感觉比之前更费电了 而且相机水印里并没有他们说的OPPOr9s这一刻更清晰],拍照模糊/不清晰
x7前置摄像头没有超清模式吗？ x7前置摄像头没有超清模式吗？但是我另一部x6s前置就有超清模式了，而且x7的1600万还没x6s的800清,拍照模糊/不清晰
不好，前置摄像头模糊。 一般 还可以 后置摄像头还可以，前置摄像头是模糊的，还有钢化膜是坏的。,拍照模糊/不清晰
充电速度没试过，应该很快吧，充电器是快充3.0的！ 还没插过卡，这个也没试过！不过wifi信号挺好的！ 这个就牛逼了，不愧是4000ma的电池啊，光待机的话，我感觉待个把月都没问题，我就放在那，一天不动的话1%都用不了的感觉，我玩了玩游戏，拍了几张照片，收到货充满到现在已经五天的，还有百分之六十几！真个真的赞啊！ 王者荣耀可以中高特效，一点都不卡，很好用的，操作起来很舒服的。 这个晚上自己拍了几张，效果还可以，晚上嘛，总是一堆噪点，白天还没试过，不过我想也不会差的吧。 服务没啥好说的，关键是包装！一个气柱袋装那么多东西，太紧凑了，好几样包装都变形了，不过还好，里面的东西都没什么事！总体来说&mdash;&mdash;满意！,夜拍拍摄效果差
我是R9plus的O粉，最喜欢TA闪冲的功能，和自拍美颜的功能，太嗨了。66666,美颜效果好
最近，相册里的照片突然没了。怎么回事呀？,照片丢失
为什么有时候我保存的图片还有拍的照片在相册里找不到,照片丢失
[讨论] 反人类的IOS相册，是我唯一讨厌的IOSAPP [复制链接] 照片都在胶卷里，搞个鸡毛，特别是拍照的照片和一堆的APP下载的照片混在一起。\t我还想斗图呢，斗图想放在另外一个位置。\t可所有照片都放在胶卷里，一堆零散的和拍照照片混在一起。\t想新建一个相簿，把斗图的素材放入相簿，但依旧存在于胶卷，依旧和拍照的照片混在一起，有的时候要看拍照照片，又找不到在哪……\t说多都是泪，相册反人类。,照片丢失
手机相机应该弄的可以把图片拉长变形放大那种,相机功能少/弱
手机真坑，拍照延迟都超过一秒，手动一下拍照特别模糊，小米真的越来越不行了,拍照模糊/不清晰
\n OPPO R9S 这一刻，不清晰\n,拍照模糊/不清晰
[申诉] 华为系统严重缺陷，华为手机绝对不能再作为商务用 我曾经是华为最忠实的粉丝，新上市的手机，我几乎都买了，而且买的都是顶配，最近一个多月，数部手机都出现了莫名其妙的丢失图片文件的事，频率是一周一次，今天又一次除了原机自带桌面图片和相机文件夹之外全部丢失，截图文件夹里也全部丢失，论坛反应数次无果，最后就是被删帖，看到此贴的朋友，今后不要再信赖华为，华为手机的系统太不靠谱了，服务也不行，我与我的家人今后都不会在选择华为。发帖人：李先生155-4530-0000,照片丢失
